"","species_name","algorithm","dismo_threshold","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","correlation","AUC","AUCratio","pROC","TSSmax","KAPPAmax","prevalence.value","PPP","NPP","TPR","TNR","FPR","FNR","CCR","Kappa","F_score","Jaccard"
"1","cereus_albicaulis","bioclim","spec_sens",0.0681539666666667,0.0681539666666667,-1e-04,0.365179366666667,0.11259841,0.11259841,0.0321978267942866,0.518452380952381,1.03690476190476,NA,0.121428571428571,0.118000480653689,0.422657952069717,0.489106753812636,NA,0.654761904761905,0.466666666666667,0.533333333333333,0.345238095238095,0.538126361655774,0.118000480653689,0.513888888888889,0.355436720142603
"2","cereus_albicaulis","glm","spec_sens",0.528565776666667,0.528565776666667,0.15588289,0.470417246666667,0.49779125,0.187613406666667,0.400032238264596,0.726190476190476,1.45238095238095,1.72531802813687,0.579761904761905,0.571945031306061,0.422657952069717,0.749206349206349,0.848484848484848,0.779761904761905,0.8,0.2,0.220238095238095,0.789760348583878,0.571945031306061,0.753142282554047,0.608333333333333
