"","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","species_name","algorithm","run","partition","presencenb","absencenb","correlation","pvaluecor","AUC","AUC_pval","AUCratio","pROC","pROC_pval","TSSmax","KAPPAmax","dismo_threshold","prevalence.value","PPP","NPP","TPR","TNR","FPR","FNR","CCR","Kappa","F_score","Jaccard"
"thresholds",0.34366383,0.34366383,0.01659524,0.51903177,0.29635624,0.01696852,cereus_albicaulis,"glm",1,2,8,10,0.329666569712776,0.181563565159833,0.65,NA,1.3,1.50886888829345,0,0.425,0.430379746835443,"spec_sens",0.444444444444444,0.714285714285714,0.727272727272727,0.625,0.8,0.2,0.375,0.722222222222222,0.430379746835443,0.666666666666667,0.5
