"","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","species_name","algorithm","run","partition","presencenb","absencenb","correlation","pvaluecor","AUC","AUC_pval","AUCratio","pROC","pROC_pval","TSSmax","KAPPAmax","dismo_threshold","prevalence.value","PPP","NPP","TPR","TNR","FPR","FNR","CCR","Kappa","F_score","Jaccard"
"thresholds",-1e-04,-1e-04,-1e-04,0.26676667,0.13323333,0.13323333,cereus_albicaulis,"bioclim",1,1,7,10,-0.221901152724692,0.392009607995528,0.407142857142857,NA,0.814285714285714,NA,NA,0,0,"spec_sens",0.411764705882353,0.411764705882353,NA,1,0,1,0,0.411764705882353,0,0.583333333333333,0.411764705882353
